EPO  1.0417966000E+02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
PER  6.6650600000E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
BBB  1.0000000149E-01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
RDR  2.2096629920E-02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ZDR  8.7821175292E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ZPT  0.0000000000E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ECW  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ESW  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
KRV  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
VOF  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL1  6.3740000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL2 -5.6900000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL3  1.2208000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL4 -4.5820000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
TED  0.0000000000E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ELL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ALB  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
DIL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
