SMA  8.5622700000e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
PMA  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
SRA  7.8172632106e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
PRA  1.7334125245e-01  0.0000000000e+00 -1.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
PER  1.7814250000e+02  0.0000000000e+00 -1.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
INC  9.0000000000e+01  0.0000000000e+00 -1.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
EPO   1.4311781000e+02  0.0000000000e+00 -1.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
ZPT  0.0000000000e+00  0.0000000000e+00 -1.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
ALB  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
NL1  4.7300000000e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
NL2  1.1450000000e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
NL3  4.2640000000e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
NL4 -2.6630000000e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
ECW  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
ESW  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
TED  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
VOF  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
DIL  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00 
OFF  2.9023330413e-01  3.5382503226e+00 
