EPO  9.5601530000E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
PER  6.3338580000E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
BBB  1.0000000149E-01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
RDR  3.9956212054E-02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ZDR  1.2376576997E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ZPT  0.0000000000E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ECW  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ESW  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
KRV  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
VOF  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL1  5.9330000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL2  4.9520000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL3 -4.1300000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL4  1.5050000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
TED  0.0000000000E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ELL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ALB  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
DIL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
