  KIC = 11497958; CANDIDATE = 4
  PERIOD = 63.33857560; BKJD0 = 162.58648592

      BKJD        PHASE         VALUE         UNCERTAINTY         MODEL
  132.49239263  -0.475131  -2.90375307e-04   6.83127575e-04   0.00000000e+00
  132.51282685  -0.474808  -2.75363371e-04   6.82840088e-04   0.00000000e+00
  132.53326097  -0.474485   1.21721438e-03   6.82634192e-04   0.00000000e+00
  132.55369530  -0.474163   8.11515190e-04   6.83104545e-04   0.00000000e+00
  132.57412952  -0.473840  -5.04473211e-04   6.82916305e-04   0.00000000e+00
  132.59456364  -0.473517   1.96526139e-05   6.82725872e-04   0.00000000e+00
  132.61499797  -0.473195   1.49555424e-04   6.83511293e-04   0.00000000e+00
  132.63543219  -0.472872   1.17668885e-04   6.83643494e-04   0.00000000e+00
  132.65586641  -0.472550  -3.67843451e-04   6.83361929e-04   0.00000000e+00
  132.67630053  -0.472227  -6.44767462e-04   6.83169357e-04   0.00000000e+00
  132.69673486  -0.471904   1.29669544e-03   6.83761658e-04   0.00000000e+00
  132.71716908  -0.471582   8.50439947e-05   6.83310112e-04   0.00000000e+00
  132.73760320  -0.471259  -1.06980344e-03   6.82893714e-04   0.00000000e+00
  132.75803753  -0.470937  -7.92937054e-04   6.82915538e-04   0.00000000e+00
  132.77847175  -0.470614   6.95986260e-04   6.82667311e-04   0.00000000e+00
  132.79890587  -0.470291   3.63374570e-04   6.82935332e-04   0.00000000e+00
  132.81934009  -0.469969  -4.80151491e-04   6.83133168e-04   0.00000000e+00
  132.83977442  -0.469646   2.93715085e-04   6.83159213e-04   0.00000000e+00
  132.86020854  -0.469323  -1.91852961e-03   6.83095059e-04   0.00000000e+00
  132.88064276  -0.469001  -3.38301910e-04   6.83429867e-04   0.00000000e+00
  132.90107708  -0.468678   1.02247500e-03   6.82789642e-04   0.00000000e+00
  132.92151121  -0.468356   1.02084185e-03   6.82990658e-04   0.00000000e+00
  132.94194543  -0.468033  -1.35676789e-04   6.83599518e-04   0.00000000e+00
  132.96237965  -0.467710   2.56441673e-05   6.82795399e-04   0.00000000e+00
  132.98281397  -0.467388  -2.68890275e-04   6.83481354e-04   0.00000000e+00
  133.00324809  -0.467065  -1.40689521e-04   6.83405411e-04   0.00000000e+00
  133.02368232  -0.466742   2.79010397e-04   6.83481354e-04   0.00000000e+00
  133.04411654  -0.466420  -6.63813199e-04   6.83589539e-04   0.00000000e+00
  133.06455076  -0.466097   4.62427757e-04   6.84264911e-04   0.00000000e+00
  133.08498498  -0.465775   3.93676402e-04   6.83575173e-04   0.00000000e+00
  133.10541920  -0.465452  -3.01569756e-04   6.84374412e-04   0.00000000e+00
  133.12585342  -0.465129  -2.08730653e-04   6.83845826e-04   0.00000000e+00
  133.14628765  -0.464807  -7.42025928e-07   6.83821755e-04   0.00000000e+00
  133.16672187  -0.464484   1.00217339e-03   6.83010617e-04   0.00000000e+00
  133.18715609  -0.464162  -3.88385907e-04   6.83200996e-04   0.00000000e+00
  133.20759041  -0.463839  -3.21560094e-04   6.83975286e-04   0.00000000e+00
  133.22802453  -0.463516   9.23493328e-06   6.83870007e-04   0.00000000e+00
  133.24845875  -0.463194   6.13510522e-05   6.84046568e-04   0.00000000e+00
  133.26889297  -0.462871  -1.39935553e-03   6.83760342e-04   0.00000000e+00
  133.28932719  -0.462548   3.26213791e-05   6.83495391e-04   0.00000000e+00
  133.30976142  -0.462226   4.05380775e-05   6.83916121e-04   0.00000000e+00
  133.33019554  -0.461903   1.67278079e-03   6.83800425e-04   0.00000000e+00
  133.35062986  -0.461581  -5.60456452e-04   6.84134135e-04   0.00000000e+00
  133.37106408  -0.461258  -5.30705127e-04   6.84158097e-04   0.00000000e+00
  133.39149830  -0.460935  -1.29046330e-04   6.83994587e-04   0.00000000e+00
  133.41193252  -0.460613  -3.75810163e-04   6.83862276e-04   0.00000000e+00
  133.43236674  -0.460290   7.37605227e-05   6.84186939e-04   0.00000000e+00
  133.45280096  -0.459967   4.72496737e-06   6.84256576e-04   0.00000000e+00
  133.84105103  -0.453838   4.40871868e-04   6.84406598e-04   0.00000000e+00
  133.86148525  -0.453515  -5.42375736e-04   6.84609479e-04   0.00000000e+00
  133.88191947  -0.453192  -2.60013303e-05   6.84509574e-04   0.00000000e+00
  133.90235369  -0.452870   5.79637320e-04   6.84592645e-04   0.00000000e+00
  133.92278791  -0.452547   3.28590317e-03   6.84570657e-04   0.00000000e+00
  133.94322213  -0.452225  -7.97182775e-06   6.84837308e-04   0.00000000e+00
  133.96365635  -0.451902   7.37814757e-04   6.84676484e-04   0.00000000e+00
  133.98409047  -0.451579   3.58036479e-04   6.84178111e-04   0.00000000e+00
  134.00452478  -0.451257   8.14668312e-04   6.84315686e-04   0.00000000e+00
  134.02495900  -0.450934  -4.16881670e-06   6.84599993e-04   0.00000000e+00
  134.04539312  -0.450612   1.18430860e-03   6.84622803e-04   0.00000000e+00
  134.06582744  -0.450289   1.55712918e-04   6.84418661e-04   0.00000000e+00
  134.08626166  -0.449966   2.99168815e-04   6.84177398e-04   0.00000000e+00
  134.10669578  -0.449644  -2.15265372e-04   6.84342609e-04   0.00000000e+00
  134.12712999  -0.449321  -1.05780762e-03   6.84275329e-04   0.00000000e+00
  134.14756431  -0.448998   4.74563382e-04   6.84293753e-04   0.00000000e+00
  134.16799853  -0.448676   1.71600557e-05   6.83925717e-04   0.00000000e+00
  134.18843265  -0.448353   1.50793310e-04   6.84108693e-04   0.00000000e+00
  134.20886696  -0.448031  -9.51957189e-04   6.84282128e-04   0.00000000e+00
  134.22930118  -0.447708  -4.49402248e-04   6.83934052e-04   0.00000000e+00
  134.24973530  -0.447385  -3.16063041e-04   6.83880919e-04   0.00000000e+00
  134.27016952  -0.447063  -7.31992959e-04   6.83943812e-04   0.00000000e+00
  134.29060384  -0.446740  -2.86751695e-04   6.84169064e-04   0.00000000e+00
  134.31103795  -0.446417  -7.93722638e-04   6.84258825e-04   0.00000000e+00
  134.33147217  -0.446095   3.02530252e-04   6.84034066e-04   0.00000000e+00
  134.35190649  -0.445772  -1.77322507e-04   6.83883441e-04   0.00000000e+00
  134.37234060  -0.445450  -3.33013795e-05   6.83199351e-04   0.00000000e+00
  134.41320904  -0.444804   5.37347974e-04   6.83822138e-04   0.00000000e+00
  134.43364326  -0.444482   4.25748337e-04   6.83955107e-04   0.00000000e+00
  134.45407747  -0.444159  -3.70795633e-04   6.83670855e-04   0.00000000e+00
  134.47451169  -0.443837   2.64289573e-04   6.83826854e-04   0.00000000e+00
  134.49494601  -0.443514   4.52426356e-04   6.83887992e-04   0.00000000e+00
  134.51538012  -0.443191   3.51244440e-04   6.83565851e-04   0.00000000e+00
  134.53581434  -0.442869  -9.24843398e-05   6.83278474e-04   0.00000000e+00
  134.55624846  -0.442546   7.22816957e-07   6.83522314e-04   0.00000000e+00
  134.57668277  -0.442223  -2.37430404e-04   6.83183394e-04   0.00000000e+00
  134.59711699  -0.441901   3.69047456e-07   6.83248645e-04   0.00000000e+00
  134.61755110  -0.441578  -6.33961170e-04   6.83526043e-04   0.00000000e+00
  134.63798532  -0.441256  -1.04351601e-03   6.83552637e-04   0.00000000e+00
  134.65841964  -0.440933   9.61595766e-04   6.83537119e-04   0.00000000e+00
  134.67885385  -0.440610   7.01879981e-05   6.83270962e-04   0.00000000e+00
  134.69928807  -0.440288   7.44903631e-04   6.83705510e-04   0.00000000e+00
  134.71972229  -0.439965   2.54279493e-04   6.83687579e-04   0.00000000e+00
  134.74015650  -0.439642  -6.36296166e-04   6.83862495e-04   0.00000000e+00
  134.76059062  -0.439320   3.08791965e-04   6.83750417e-04   0.00000000e+00
  134.78102483  -0.438997  -5.78393472e-05   6.83720040e-04   0.00000000e+00
  134.80145915  -0.438675  -1.59875702e-04   6.83682370e-04   0.00000000e+00
  134.82189336  -0.438352   1.24960186e-03   6.83826470e-04   0.00000000e+00
  134.84232748  -0.438029  -2.37399306e-04   6.83695146e-04   0.00000000e+00
  134.86276179  -0.437707   4.73566999e-05   6.83357433e-04   0.00000000e+00
  134.88319601  -0.437384  -8.31865536e-04   6.83459531e-04   0.00000000e+00
  134.90363022  -0.437062  -2.07673899e-04   6.83724701e-04   0.00000000e+00
  134.92406434  -0.436739  -9.39108302e-04   6.83580930e-04   0.00000000e+00
  134.94449866  -0.436416  -6.16013154e-04   6.83672720e-04   0.00000000e+00
  134.96493287  -0.436094   7.64223728e-04   6.83533336e-04   0.00000000e+00
  134.98536699  -0.435771   1.28090999e-04   6.83941289e-04   0.00000000e+00
  135.00580130  -0.435448   5.84583748e-04   6.83662631e-04   0.00000000e+00
  135.02623551  -0.435126  -6.10987820e-05   6.83966512e-04   0.00000000e+00
  135.04666963  -0.434803   1.91432793e-04   6.83240365e-04   0.00000000e+00
  135.06710384  -0.434481   9.65119325e-04   6.83310715e-04   0.00000000e+00
  135.08753816  -0.434158   1.04581868e-04   6.83748444e-04   0.00000000e+00
  135.10797227  -0.433835   3.20967902e-04   6.83892872e-04   0.00000000e+00
  135.12840649  -0.433513  -6.19371419e-05   6.84116808e-04   0.00000000e+00
  135.14884080  -0.433190   1.48756758e-04   6.83928843e-04   0.00000000e+00
  135.16927502  -0.432868  -2.39679046e-05   6.83783043e-04   0.00000000e+00
  135.18970913  -0.432545  -6.02569164e-04   6.84001221e-04   0.00000000e+00
  135.21014334  -0.432222   8.09147840e-04   6.83981646e-04   0.00000000e+00
  135.23057766  -0.431900   3.15122485e-04   6.84266995e-04   0.00000000e+00
  135.25101177  -0.431577  -5.48361434e-04   6.83134539e-04   0.00000000e+00
  135.27144599  -0.431254  -3.54681400e-04   6.84191435e-04   0.00000000e+00
  135.29188010  -0.430932   6.62863669e-04   6.83055964e-04   0.00000000e+00
  135.31231441  -0.430609  -1.11727357e-03   6.83303478e-04   0.00000000e+00
  135.33274863  -0.430287   4.40562292e-04   6.83902249e-04   0.00000000e+00
  135.35318274  -0.429964  -1.95044096e-05   6.84048487e-04   0.00000000e+00
  135.37361705  -0.429641  -4.60235894e-04   6.83691308e-04   0.00000000e+00
  135.39405127  -0.429319   5.15278656e-04   6.83596448e-04   0.00000000e+00
  135.41448548  -0.428996  -6.67364829e-04   6.83777121e-04   0.00000000e+00
  135.43491959  -0.428673  -1.92262663e-04   6.83562068e-04   0.00000000e+00
  135.45535391  -0.428351   1.41298621e-04   6.83390771e-04   0.00000000e+00
  135.47578812  -0.428028   4.76205667e-04   6.84158371e-04   0.00000000e+00
  135.49622223  -0.427706   8.81264716e-05   6.83766319e-04   0.00000000e+00
  135.51665655  -0.427383   8.16171683e-04   6.83688895e-04   0.00000000e+00
  135.53709076  -0.427060  -1.07018186e-03   6.83520560e-04   0.00000000e+00
  135.55752487  -0.426738  -8.87052146e-05   6.83690595e-04   0.00000000e+00
  135.57795909  -0.426415  -1.19708005e-04   6.83914038e-04   0.00000000e+00
  135.59839340  -0.426093   6.46589747e-04   6.83472855e-04   0.00000000e+00
  135.61882751  -0.425770  -4.75676526e-06   6.83779534e-04   0.00000000e+00
  135.63926172  -0.425447   3.08050802e-05   6.83815120e-04   0.00000000e+00
  135.65969604  -0.425125  -1.57608645e-03   6.83384246e-04   0.00000000e+00
  135.68013025  -0.424802  -4.37543734e-04   6.83253744e-04   0.00000000e+00
  135.70056436  -0.424479   7.74558750e-04   6.83719053e-04   0.00000000e+00
  135.72099857  -0.424157  -5.20376600e-04   6.83666195e-04   0.00000000e+00
  135.74143288  -0.423834  -3.22771499e-04   6.83270468e-04   0.00000000e+00
  135.76186700  -0.423512   1.12447680e-03   6.83382601e-04   0.00000000e+00
  135.78230121  -0.423189  -2.42097179e-04   6.83384027e-04   0.00000000e+00
  136.06838007  -0.418672  -1.07753747e-04   6.83574021e-04   0.00000000e+00
  136.08881428  -0.418350  -8.81309002e-04   6.83661918e-04   0.00000000e+00
  136.10924859  -0.418027   2.20406661e-04   6.83983730e-04   0.00000000e+00
  136.12968280  -0.417704  -2.80219235e-04   6.83748389e-04   0.00000000e+00
  136.15011691  -0.417382   8.05487930e-04   6.83630334e-04   0.00000000e+00
  136.17055122  -0.417059   8.11334350e-06   6.83794393e-04   0.00000000e+00
  136.19098543  -0.416737   3.56851816e-04   6.83610704e-04   0.00000000e+00
  136.21141954  -0.416414  -1.09367951e-03   6.83965032e-04   0.00000000e+00
  136.23185375  -0.416091   1.73725665e-04   6.83427838e-04   0.00000000e+00
  136.25228806  -0.415769  -4.73501822e-04   6.83739670e-04   0.00000000e+00
  136.27272217  -0.415446  -3.03860222e-04   6.83460353e-04   0.00000000e+00
  136.29315638  -0.415123  -1.22614950e-03   6.83840452e-04   0.00000000e+00
  136.31359069  -0.414801  -4.69270585e-04   6.83735393e-04   0.00000000e+00
  136.33402480  -0.414478   6.53117386e-04   6.83453883e-04   0.00000000e+00
  136.35445901  -0.414156   4.86469376e-04   6.83318173e-04   0.00000000e+00
  136.37489322  -0.413833  -5.47792939e-04   6.83655228e-04   0.00000000e+00
  136.39532743  -0.413510   9.69559402e-04   6.83870172e-04   0.00000000e+00
  136.41576164  -0.413188  -1.34928641e-03   6.83494679e-04   0.00000000e+00
  136.43619585  -0.412865  -9.71237228e-04   6.83698491e-04   0.00000000e+00
  136.45663016  -0.412543   6.27960208e-04   6.83381066e-04   0.00000000e+00
  136.47706427  -0.412220  -7.25296860e-05   6.83878945e-04   0.00000000e+00
  136.49749848  -0.411897  -8.04613236e-04   6.83604782e-04   0.00000000e+00
  136.51793269  -0.411575   3.40604083e-03   6.83544960e-04   0.00000000e+00
  136.53836690  -0.411252  -4.53453264e-04   6.83639107e-04   0.00000000e+00
  136.55880110  -0.410929   1.23187658e-03   6.83703536e-04   0.00000000e+00
  136.57923531  -0.410607   7.42173735e-04   6.82863721e-04   0.00000000e+00
  136.59966952  -0.410284  -8.14455628e-04   6.82977663e-04   0.00000000e+00
  136.62010373  -0.409962   4.17116593e-04   6.83699204e-04   0.00000000e+00
  136.64053794  -0.409639   8.48398913e-04   6.82569654e-04   0.00000000e+00
  136.66097215  -0.409316  -5.35693219e-05   6.83726127e-04   0.00000000e+00
  136.68140636  -0.408994   6.05443515e-04   6.82887408e-04   0.00000000e+00
  136.70184056  -0.408671  -5.52090268e-04   6.83750966e-04   0.00000000e+00
  136.72227477  -0.408348   1.50479151e-03   6.84026499e-04   0.00000000e+00
  136.74270888  -0.408026  -8.57158455e-04   6.83299201e-04   0.00000000e+00
  136.76314319  -0.407703   2.63277975e-04   6.83255335e-04   0.00000000e+00
  136.78357740  -0.407381  -4.12222875e-04   6.83390223e-04   0.00000000e+00
  136.80401151  -0.407058   2.05833758e-04   6.83875107e-04   0.00000000e+00
  136.82444581  -0.406735   3.99769265e-04   6.83819616e-04   0.00000000e+00
  136.84488002  -0.406413  -4.57305796e-04   6.83757381e-04   0.00000000e+00
  136.86531423  -0.406090   1.17100721e-03   6.83691527e-04   0.00000000e+00
  136.88574834  -0.405768   4.66411222e-04   6.83277432e-04   0.00000000e+00
  136.90618264  -0.405445  -3.17800275e-04   6.82968725e-04   0.00000000e+00
  136.92661685  -0.405122  -7.31758949e-04   6.83126752e-04   0.00000000e+00
  136.94705096  -0.404800  -7.36443695e-04   6.83271620e-04   0.00000000e+00
  136.96748527  -0.404477  -4.89967934e-04   6.83543260e-04   0.00000000e+00
  136.98791947  -0.404154  -3.00361602e-04   6.83302874e-04   0.00000000e+00
  137.00835358  -0.403832  -8.17486731e-04   6.83768403e-04   0.00000000e+00
  137.02878779  -0.403509  -3.38493861e-04   6.83819452e-04   0.00000000e+00
  137.04922209  -0.403187   1.91370675e-04   6.83836395e-04   0.00000000e+00
  137.06965620  -0.402864  -7.13898583e-04   6.83272497e-04   0.00000000e+00
  137.09009041  -0.402541  -1.93241009e-04   6.83391429e-04   0.00000000e+00
  137.11052472  -0.402219  -3.11642988e-06   6.83429318e-04   0.00000000e+00
  137.13095882  -0.401896   4.62270633e-04   6.83106355e-04   0.00000000e+00
  137.15139303  -0.401573   7.40045064e-04   6.83648484e-04   0.00000000e+00
  137.17182723  -0.401251   5.18139427e-04   6.83261915e-04   0.00000000e+00
  137.19226154  -0.400928  -5.37499507e-04   6.83618874e-04   0.00000000e+00
  137.21269565  -0.400606   8.06709858e-04   6.83517160e-04   0.00000000e+00
  137.23312985  -0.400283   1.93442282e-04   6.83609827e-04   0.00000000e+00
  137.25356396  -0.399960   5.89585221e-04   6.83614871e-04   0.00000000e+00
  137.27399827  -0.399638   1.23127248e-03   6.83383752e-04   0.00000000e+00
  137.29443247  -0.399315  -1.04568809e-03   6.83297940e-04   0.00000000e+00
  137.31486658  -0.398993   3.88012000e-04   6.83141338e-04   0.00000000e+00
  137.33530088  -0.398670   3.71077697e-05   6.83422300e-04   0.00000000e+00
  137.35573509  -0.398347  -1.37750546e-04   6.83400586e-04   0.00000000e+00
  137.39660340  -0.397702  -5.03241763e-05   6.82655083e-04   0.00000000e+00
  137.41703771  -0.397379   8.02603953e-04   6.83340215e-04   0.00000000e+00
  137.43747191  -0.397057  -5.40781409e-04   6.83456186e-04   0.00000000e+00
  137.45790602  -0.396734  -6.31880911e-06   6.83014565e-04   0.00000000e+00
  137.47834032  -0.396412   6.33864311e-04   6.82918005e-04   0.00000000e+00
  137.49877453  -0.396089  -2.34664993e-04   6.83195677e-04   0.00000000e+00
  137.51920863  -0.395766  -2.95243759e-05   6.83545508e-04   0.00000000e+00
  137.53964284  -0.395444   3.39895571e-04   6.82548543e-04   0.00000000e+00
  137.56007714  -0.395121   4.39859643e-05   6.83457612e-04   0.00000000e+00
  137.58051125  -0.394799  -9.77168601e-04   6.83025203e-04   0.00000000e+00
  137.60094545  -0.394476  -7.32654160e-04   6.83134977e-04   0.00000000e+00
  137.62137976  -0.394153   1.24822225e-03   6.83332265e-04   0.00000000e+00
  137.64181396  -0.393831   1.42316451e-04   6.83600176e-04   0.00000000e+00
  137.66224807  -0.393508  -3.05120506e-04   6.83585646e-04   0.00000000e+00
  137.68268227  -0.393185  -1.37796869e-03   6.83447852e-04   0.00000000e+00
  137.70311657  -0.392863  -5.83293602e-04   6.83236253e-04   0.00000000e+00
  137.72355068  -0.392540   9.19012299e-04   6.83946444e-04   0.00000000e+00
  137.74398488  -0.392218  -2.44778353e-04   6.82922721e-04   0.00000000e+00
  137.76441919  -0.391895   1.22251035e-03   6.82677455e-04   0.00000000e+00
  137.78485329  -0.391572  -1.01014281e-04   6.83039185e-04   0.00000000e+00
  137.80528750  -0.391250   4.28109455e-04   6.83594693e-04   0.00000000e+00
  137.82572160  -0.390927   7.94627705e-04   6.83251222e-04   0.00000000e+00
  137.84615590  -0.390604   6.78987245e-06   6.83097033e-04   0.00000000e+00
  137.86659011  -0.390282  -4.39212661e-04   6.83364177e-04   0.00000000e+00
  137.88702431  -0.389959  -7.38724644e-04   6.83559216e-04   0.00000000e+00
  137.90745841  -0.389637   4.40975165e-04   6.82891740e-04   0.00000000e+00
  137.92789272  -0.389314   1.22256529e-03   6.83346192e-04   0.00000000e+00
  137.94832692  -0.388991  -6.73175562e-04   6.83903839e-04   0.00000000e+00
  137.96876102  -0.388669  -2.06478558e-04   6.83495940e-04   0.00000000e+00
  137.98919533  -0.388346  -2.41141802e-04   6.83028602e-04   0.00000000e+00
  138.00962953  -0.388024   7.54646527e-04   6.83622109e-04   0.00000000e+00
  138.03006363  -0.387701  -9.66055639e-04   6.83638066e-04   0.00000000e+00
  138.05049784  -0.387378  -7.04476660e-04   6.83140680e-04   0.00000000e+00
  138.07093214  -0.387056   8.20089056e-04   6.83442533e-04   0.00000000e+00
  138.09136634  -0.386733   6.19810879e-04   6.83562123e-04   0.00000000e+00
  138.11180044  -0.386410   3.76837447e-04   6.82914057e-04   0.00000000e+00
  138.13223475  -0.386088  -4.24509097e-04   6.83193648e-04   0.00000000e+00
  138.15266895  -0.385765  -7.20100348e-05   6.83054922e-04   0.00000000e+00
  138.17310305  -0.385443   1.44058742e-03   6.83018294e-04   0.00000000e+00
  138.19353725  -0.385120  -2.36974174e-04   6.82252886e-04   0.00000000e+00
  138.21397156  -0.384797   1.84419204e-03   6.82405814e-04   0.00000000e+00
  138.23440576  -0.384475  -7.67169769e-05   6.83135361e-04   0.00000000e+00
  138.25483986  -0.384152  -7.69212912e-04   6.83027725e-04   0.00000000e+00
  138.27527416  -0.383829   2.51282232e-04   6.83217226e-04   0.00000000e+00
  138.29570836  -0.383507  -8.00128393e-04   6.82387062e-04   0.00000000e+00
  138.31614247  -0.383184  -7.08718522e-04   6.82269830e-04   0.00000000e+00
  138.33657667  -0.382862   4.55418869e-04   6.82273284e-04   0.00000000e+00
  138.35701097  -0.382539  -5.93134123e-04   6.82817223e-04   0.00000000e+00
  138.37744517  -0.382216  -4.61187113e-05   6.83068136e-04   0.00000000e+00
  138.39787927  -0.381894  -2.18920490e-04   6.82376150e-04   0.00000000e+00
  138.41831357  -0.381571   2.76332727e-04   6.81960519e-04   0.00000000e+00
  138.43874777  -0.381249   6.91516433e-04   6.82913125e-04   0.00000000e+00
  138.45918188  -0.380926  -8.37947338e-04   6.83435679e-04   0.00000000e+00
  138.47961608  -0.380603   2.32590718e-04   6.82738703e-04   0.00000000e+00
  138.50005038  -0.380281  -5.66066862e-05   6.82931439e-04   0.00000000e+00
  138.52048448  -0.379958  -7.45119510e-05   6.83249084e-04   0.00000000e+00
  138.54091868  -0.379635  -5.43419199e-04   6.83400586e-04   0.00000000e+00
  138.56135288  -0.379313   1.08837455e-03   6.82939390e-04   0.00000000e+00
  138.58178708  -0.378990   2.83973963e-04   6.82507090e-04   0.00000000e+00
  138.60222128  -0.378668   3.39547431e-04   6.83430031e-04   0.00000000e+00
  138.62265548  -0.378345   2.66129648e-05   6.82089211e-04   0.00000000e+00
  138.64308968  -0.378022  -2.24475219e-04   6.83240146e-04   0.00000000e+00
  138.66352388  -0.377700  -6.14265760e-06   6.83282477e-04   0.00000000e+00
  138.68395808  -0.377377   6.87015008e-04   6.83155649e-04   0.00000000e+00
  138.70439218  -0.377054  -9.25764345e-04   6.83392909e-04   0.00000000e+00
  138.72482648  -0.376732   8.49766904e-04   6.82474739e-04   0.00000000e+00
  138.74526068  -0.376409   3.52372028e-04   6.82783281e-04   0.00000000e+00
  138.76569478  -0.376087  -6.48949019e-04   6.83160310e-04   0.00000000e+00
  138.78612908  -0.375764  -5.86476021e-04   6.83550608e-04   0.00000000e+00
  138.80656328  -0.375441  -3.15223635e-05   6.83072413e-04   0.00000000e+00
  138.82699738  -0.375119  -9.83822887e-05   6.83397515e-04   0.00000000e+00
  138.84743158  -0.374796   1.23882164e-04   6.83069946e-04   0.00000000e+00
  138.86786588  -0.374474  -7.11496202e-04   6.83680671e-04   0.00000000e+00
  138.88830008  -0.374151   1.57652054e-03   6.83424493e-04   0.00000000e+00
  138.90873418  -0.373828   3.73574516e-06   6.83413307e-04   0.00000000e+00
  138.92916848  -0.373506   7.27498585e-04   6.82767106e-04   0.00000000e+00
  138.94960268  -0.373183  -5.25766225e-04   6.82923982e-04   0.00000000e+00
  138.97003678  -0.372860   1.98575190e-03   6.83402944e-04   0.00000000e+00
  138.99047097  -0.372538   6.39324885e-04   6.83310332e-04   0.00000000e+00
  139.01090527  -0.372215  -2.45701262e-04   6.83401354e-04   0.00000000e+00
  139.03133937  -0.371893   1.02083170e-03   6.83113209e-04   0.00000000e+00
  139.05177357  -0.371570   5.77385894e-04   6.83485741e-04   0.00000000e+00
  139.07220787  -0.371247  -6.70805497e-04   6.83401847e-04   0.00000000e+00
  139.09264197  -0.370925   1.35989891e-03   6.83563055e-04   0.00000000e+00
  139.11307617  -0.370602   9.64761667e-06   6.83860686e-04   0.00000000e+00
  139.13351036  -0.370279  -8.38084772e-05   6.83731829e-04   0.00000000e+00
