EPO  1.4604321000E+02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
PER  2.0724580000E+02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
BBB  1.0147253171E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
RDR  2.6574638025E-02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ZDR  3.0502750199E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ZPT  0.0000000000E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ECW  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ESW  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
KRV  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
VOF  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL1  6.3680000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL2 -1.5010000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL3  4.9760000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL4 -1.4810000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
TED  0.0000000000E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ELL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ALB  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
DIL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
