  KIC = 6497146; CANDIDATE = 1
  PERIOD = 35.23334543; BKJD0 = 135.35925051

      BKJD        PHASE         VALUE         UNCERTAINTY         MODEL
  132.86095583  -0.070907   1.82919758e-04   3.54057283e-04   0.00000000e+00
  132.88139017  -0.070327   1.34696813e-05   3.54042220e-04   0.00000000e+00
  132.90182461  -0.069747  -1.35674204e-04   3.54118899e-04   0.00000000e+00
  132.92225884  -0.069167   1.40280940e-05   3.54135063e-04   0.00000000e+00
  132.94269318  -0.068587   7.86429067e-05   3.54165857e-04   0.00000000e+00
  132.96312751  -0.068007   7.72541993e-05   3.54116321e-04   0.00000000e+00
  132.98356195  -0.067427  -3.81788190e-04   3.54074230e-04   0.00000000e+00
  133.00399618  -0.066847  -9.79554930e-04   3.54168464e-04   0.00000000e+00
  133.02443052  -0.066267  -4.67670007e-04   3.54020638e-04   0.00000000e+00
  133.04486485  -0.065687   4.57253051e-05   3.53976693e-04   0.00000000e+00
  133.06529919  -0.065107  -6.14405230e-04   3.54091205e-04   0.00000000e+00
  133.08573352  -0.064527   3.95678205e-05   3.54086918e-04   0.00000000e+00
  133.10616786  -0.063947  -1.30947661e-05   3.54257368e-04   0.00000000e+00
  133.12660219  -0.063367  -3.47571746e-04   3.53955778e-04   0.00000000e+00
  133.14703652  -0.062788  -2.30035938e-04   3.54133470e-04   0.00000000e+00
  133.16747086  -0.062208   3.41678258e-05   3.54302008e-04   0.00000000e+00
  133.18790519  -0.061628   2.51011403e-04   3.53947870e-04   0.00000000e+00
  133.20833963  -0.061048  -1.36262382e-04   3.54140828e-04   0.00000000e+00
  133.22877386  -0.060468   3.11293629e-04   3.54118552e-04   0.00000000e+00
  133.24920819  -0.059888   4.91531438e-05   3.54184599e-04   0.00000000e+00
  133.26964253  -0.059308   4.41128797e-04   3.54200735e-04   0.00000000e+00
  133.29007686  -0.058728   9.83537424e-06   3.54010876e-04   0.00000000e+00
  133.31051119  -0.058148  -4.35493872e-04   3.53826347e-04   0.00000000e+00
  133.33094542  -0.057568  -9.12658744e-04   3.54153719e-04   0.00000000e+00
  133.35137986  -0.056988  -2.57306153e-04   3.54177502e-04   0.00000000e+00
  133.37181419  -0.056408   4.81776044e-04   3.54105950e-04   0.00000000e+00
  133.39224852  -0.055828   3.79487028e-05   3.54205341e-04   0.00000000e+00
  133.41268285  -0.055248  -2.83589163e-04   3.54122723e-04   0.00000000e+00
  133.43311719  -0.054668   3.15471427e-04   3.54071420e-04   0.00000000e+00
  133.45355152  -0.054088   1.78329895e-04   3.53891034e-04   0.00000000e+00
  133.47398575  -0.053508  -4.05338901e-05   3.54205254e-04   0.00000000e+00
  133.49442018  -0.052928   9.95139693e-06   3.54175503e-04   0.00000000e+00
  133.51485451  -0.052348   4.07736597e-04   3.54348560e-04   0.00000000e+00
  133.53528874  -0.051768  -3.97536305e-04   3.54072376e-04   0.00000000e+00
  133.55572317  -0.051188  -9.93236878e-05   3.54139293e-04   0.00000000e+00
  133.57615751  -0.050608   8.30007407e-05   3.53968901e-04   0.00000000e+00
  133.59659174  -0.050028   2.93139288e-04   3.54171100e-04   0.00000000e+00
  133.61702607  -0.049448   6.05507533e-04   3.54275531e-04   0.00000000e+00
  133.63746050  -0.048868   5.66575476e-04   3.54199663e-04   0.00000000e+00
  133.65789483  -0.048288  -2.83388134e-04   3.54308787e-04   0.00000000e+00
  133.67832906  -0.047708  -3.56161531e-04   3.54183586e-04   0.00000000e+00
  133.69876349  -0.047128  -3.10163377e-04   3.54160556e-04   0.00000000e+00
  133.71919782  -0.046548   1.57422988e-05   3.54289986e-04   0.00000000e+00
  133.73963205  -0.045968  -3.64106349e-04   3.54272692e-04   0.00000000e+00
  133.76006638  -0.045388   1.77194685e-04   3.54236569e-04   0.00000000e+00
  133.78050081  -0.044808  -1.30664097e-04   3.54380252e-04   0.00000000e+00
  133.80093503  -0.044228   1.13332241e-04   3.54369736e-04   0.00000000e+00
  133.82136936  -0.043648  -1.44653969e-04   3.54310554e-04   0.00000000e+00
  133.84180369  -0.043068   3.57365257e-04   3.54320258e-04   0.00000000e+00
  133.86223802  -0.042489  -4.84203975e-05   3.54346880e-04   0.00000000e+00
  133.88267235  -0.041909  -8.58403660e-05   3.54234425e-04   0.00000000e+00
  133.90310668  -0.041329   3.93286285e-04   3.54369823e-04   0.00000000e+00
  133.92354101  -0.040749   1.05808996e-05   3.54271765e-04   0.00000000e+00
  133.94397533  -0.040169   5.01568326e-05   3.54344852e-04   0.00000000e+00
  133.96440966  -0.039589   1.26951915e-03   3.54209918e-04   0.00000000e+00
  133.98484389  -0.039009   3.37202857e-04   3.54336481e-04   0.00000000e+00
  134.00527832  -0.038429  -2.13403608e-04   3.54297721e-04   0.00000000e+00
  134.02571264  -0.037849   1.94363868e-04   3.54165538e-04   0.00000000e+00
  134.04614687  -0.037269  -7.24343632e-05   3.54203052e-04   0.00000000e+00
  134.06658130  -0.036689   5.91236753e-04   3.54260960e-04   0.00000000e+00
  134.08701563  -0.036109  -6.21501882e-04   3.54283584e-04   0.00000000e+00
  134.10744985  -0.035529   1.05679605e-04   3.54307338e-04   0.00000000e+00
  134.12788418  -0.034949  -5.81161312e-04   3.54285583e-04   0.00000000e+00
  134.14831861  -0.034369   3.69907159e-05   3.54225213e-04   0.00000000e+00
  134.16875293  -0.033789  -1.31894618e-04   3.54218232e-04   0.00000000e+00
  134.18918716  -0.033209  -4.12375196e-04   3.54293723e-04   0.00000000e+00
  134.20962158  -0.032629  -3.34272502e-04   3.54343954e-04   0.00000000e+00
  134.23005591  -0.032049   1.08916374e-04   3.54218058e-04   0.00000000e+00
  134.25049014  -0.031469   5.10340935e-04   3.54273416e-04   0.00000000e+00
  134.27092446  -0.030889  -1.82751093e-04   3.54118725e-04   0.00000000e+00
  134.29135889  -0.030309   6.58116583e-05   3.54200532e-04   0.00000000e+00
  134.31179311  -0.029729   1.59403234e-04   3.54140741e-04   0.00000000e+00
  134.33222744  -0.029149   2.76824662e-04   3.54206239e-04   0.00000000e+00
  134.35266186  -0.028569   1.74166060e-04   3.54279268e-04   0.00000000e+00
  134.37309609  -0.027989  -6.94021072e-05   3.54234917e-04   0.00000000e+00
  134.41396474  -0.026829  -3.04441014e-04   3.54276429e-04   0.00000000e+00
  134.43439906  -0.026249   3.14029557e-04   3.54191175e-04   0.00000000e+00
  134.45483338  -0.025669   1.54560774e-05   3.54269071e-04   0.00000000e+00
  134.47526771  -0.025089  -2.56980937e-04   3.54220839e-04   0.00000000e+00
  134.49570213  -0.024509  -4.21888449e-04   3.54108442e-04   0.00000000e+00
  134.51613636  -0.023929  -1.67440527e-04   3.54178024e-04   0.00000000e+00
  134.53657068  -0.023349   2.79322033e-05   3.53992887e-04   0.00000000e+00
  134.55700490  -0.022769   8.13147117e-04   3.53905315e-04   0.00000000e+00
  134.57743933  -0.022190  -1.71228892e-04   3.53894771e-04   0.00000000e+00
  134.59787365  -0.021610   2.88425527e-04   3.53729390e-04   0.00000000e+00
  134.61830787  -0.021030   1.59654041e-03   3.54109426e-04   0.00000000e+00
  134.63874219  -0.020450   7.63087673e-06   3.54054242e-04   0.00000000e+00
  134.65917662  -0.019870  -8.92922102e-04   3.53998391e-04   0.00000000e+00
  134.67961094  -0.019290   1.40534609e-04   3.53897523e-04   0.00000000e+00
  134.70004526  -0.018710  -5.52941369e-04   3.54164495e-04   0.00000000e+00
  134.72047958  -0.018130  -4.23295859e-04   3.54212988e-04   0.00000000e+00
  134.74091391  -0.017550  -5.84847427e-04   3.54189437e-04   0.00000000e+00
  134.76134813  -0.016970   3.24646937e-04   3.54129241e-04   0.00000000e+00
  134.78178245  -0.016390  -2.40854263e-04   3.54074056e-04   0.00000000e+00
  134.80221687  -0.015810   8.50623534e-04   3.54216059e-04   0.00000000e+00
  134.82265119  -0.015230  -8.71565378e-05   3.54089554e-04   0.00000000e+00
  134.84308541  -0.014650   2.47553039e-05   3.53941352e-04   0.00000000e+00
  134.86351983  -0.014070  -1.78675239e-04   3.54015772e-04   0.00000000e+00
  134.88395415  -0.013490   4.31615341e-04   3.53977215e-04   0.00000000e+00
  134.90438848  -0.012910   1.51235299e-04   3.54039584e-04   0.00000000e+00
  134.92482270  -0.012330   3.04534915e-04   3.54093957e-04   0.00000000e+00
  134.94525712  -0.011750  -1.97930471e-04   3.54049230e-04   0.00000000e+00
  134.96569144  -0.011170   4.66523078e-05   3.54149287e-04   0.00000000e+00
  134.98612566  -0.010590  -2.07417968e-04   3.54115278e-04   0.00000000e+00
  135.00656008  -0.010010  -1.49657990e-05   3.54151431e-04   0.00000000e+00
  135.02699440  -0.009430  -1.70545102e-04   3.54199344e-04   0.00000000e+00
  135.04742862  -0.008850   6.13735635e-04   3.54102706e-04   0.00000000e+00
  135.06786294  -0.008270   1.84383101e-04   3.54135817e-04   0.00000000e+00
  135.08829735  -0.007690  -3.25975162e-04   3.54233527e-04   0.00000000e+00
  135.10873157  -0.007110  -1.57598068e-04   3.54157340e-04   0.00000000e+00
  135.12916589  -0.006530   1.79396442e-04   3.54110440e-04   0.00000000e+00
  135.14960031  -0.005950   9.32129348e-05   3.54153574e-04   0.00000000e+00
  135.17003463  -0.005370  -5.87026148e-05   3.54104936e-04   0.00000000e+00
  135.19046885  -0.004790   1.34784189e-04   3.54068407e-04   0.00000000e+00
  135.21090317  -0.004210  -5.64214438e-04   3.54153893e-04   0.00000000e+00
  135.23133758  -0.003630   1.02232090e-03   3.54155341e-04   0.00000000e+00
  135.25177180  -0.003050   1.29460463e-04   3.54139583e-04   0.00000000e+00
  135.27220612  -0.002471   7.42330356e-04   3.54137120e-04   0.00000000e+00
  135.29264034  -0.001891  -8.36464721e-04   3.54140017e-04  -1.34979592e-04
  135.31307476  -0.001311   5.28707857e-05   3.54133789e-04  -3.31336311e-04
  135.33350907  -0.000731  -3.29773926e-04   3.54109774e-04  -3.72176444e-04
  135.35394329  -0.000151  -1.18478930e-03   3.54113685e-04  -3.86353432e-04
  135.37437771   0.000429  -4.12336253e-04   3.54079560e-04  -3.82025682e-04
  135.39481202   0.001009   2.70283172e-06   3.54092335e-04  -3.57136024e-04
  135.41524634   0.001589  -3.45340173e-04   3.54115655e-04  -2.88058206e-04
  135.43568056   0.002169  -2.34802723e-04   3.53989295e-04  -1.12707324e-05
  135.45611497   0.002749  -9.68703691e-05   3.54013570e-04   0.00000000e+00
  135.47654929   0.003329   4.57508539e-04   3.54053257e-04   0.00000000e+00
  135.49698350   0.003909   1.30139703e-04   3.53907604e-04   0.00000000e+00
  135.51741792   0.004489  -3.46525270e-04   3.54024549e-04   0.00000000e+00
  135.53785224   0.005069   2.63680379e-04   3.54012035e-04   0.00000000e+00
  135.55828645   0.005649  -3.34536669e-04   3.53942105e-04   0.00000000e+00
  135.57872077   0.006229   5.53224211e-04   3.54063656e-04   0.00000000e+00
  135.59915518   0.006809   2.05791462e-04   3.54036803e-04   0.00000000e+00
  135.61958940   0.007389   8.47266053e-04   3.53952418e-04   0.00000000e+00
  135.64002371   0.007969   3.89110591e-05   3.54010586e-04   0.00000000e+00
  135.66045813   0.008549   9.58899852e-04   3.54055487e-04   0.00000000e+00
  135.68089244   0.009129   3.22228450e-05   3.53978084e-04   0.00000000e+00
  135.70132666   0.009709  -5.18180797e-05   3.54021363e-04   0.00000000e+00
  135.72176097   0.010289  -1.01669374e-04   3.54032342e-04   0.00000000e+00
  135.74219538   0.010869  -2.72310670e-04   3.54030111e-04   0.00000000e+00
  135.76262960   0.011449   5.41404218e-04   3.54024607e-04   0.00000000e+00
  135.78306391   0.012029   5.33731364e-05   3.53994857e-04   0.00000000e+00
  135.80349833   0.012609   7.98582885e-06   3.54012238e-04   0.00000000e+00
  135.82393254   0.013189   2.28054831e-04   3.54044508e-04   0.00000000e+00
  135.84436685   0.013769   3.18885307e-04   3.53969625e-04   0.00000000e+00
  135.86480116   0.014349  -1.67080904e-04   3.54022116e-04   0.00000000e+00
  135.88523548   0.014929  -1.32613721e-04   3.54034340e-04   0.00000000e+00
  135.90566979   0.015509  -5.01633912e-04   3.54037817e-04   0.00000000e+00
  135.92610410   0.016089  -2.93225883e-04   3.54056212e-04   0.00000000e+00
  135.94653832   0.016669   3.31120739e-04   3.54061658e-04   0.00000000e+00
  135.96697273   0.017248  -2.53929812e-04   3.53988426e-04   0.00000000e+00
  135.98740704   0.017828  -7.24828884e-04   3.53991786e-04   0.00000000e+00
  136.00784125   0.018408   4.28520229e-04   3.54049288e-04   0.00000000e+00
  136.02827566   0.018988  -2.54455684e-04   3.53995552e-04   0.00000000e+00
  136.04870998   0.019568   5.88359459e-04   3.53996247e-04   0.00000000e+00
  136.06914419   0.020148  -1.70609719e-04   3.53919568e-04   0.00000000e+00
  136.08957850   0.020728  -6.83268451e-04   3.53897233e-04   0.00000000e+00
  136.11001291   0.021308  -4.53084023e-04   3.54052967e-04   0.00000000e+00
  136.13044722   0.021888  -4.81226959e-04   3.53880721e-04   0.00000000e+00
  136.15088143   0.022468  -1.91155185e-04   3.53997290e-04   0.00000000e+00
  136.17131584   0.023048   6.41333439e-04   3.53940425e-04   0.00000000e+00
  136.19175015   0.023628   3.20019922e-05   3.53716470e-04   0.00000000e+00
  136.21218436   0.024208   7.95259114e-05   3.53867483e-04   0.00000000e+00
  136.23261867   0.024788   8.98169774e-04   3.53781939e-04   0.00000000e+00
  136.25305308   0.025368   5.33962209e-05   3.53654275e-04   0.00000000e+00
  136.27348729   0.025948   1.93458670e-04   3.53693585e-04   0.00000000e+00
  136.29392160   0.026528   5.90556205e-05   3.53556130e-04   0.00000000e+00
  136.31435601   0.027108  -2.16255600e-04   3.53710619e-04   0.00000000e+00
  136.33479022   0.027688   2.32465318e-04   3.53680984e-04   0.00000000e+00
  136.35522453   0.028268  -1.28642727e-04   3.53836110e-04   0.00000000e+00
  136.37565884   0.028848   3.61176325e-04   3.53578842e-04   0.00000000e+00
  136.39609315   0.029428   2.75136069e-04   3.53688139e-04   0.00000000e+00
  136.41652746   0.030008  -1.29380252e-04   3.53801087e-04   0.00000000e+00
  136.43696176   0.030588   1.26065438e-04   3.53844250e-04   0.00000000e+00
  136.45739617   0.031168   4.51307616e-04   3.53929040e-04   0.00000000e+00
  136.47783038   0.031748  -2.42721665e-04   3.53985500e-04   0.00000000e+00
  136.49826469   0.032328  -9.96079986e-05   3.53884574e-04   0.00000000e+00
  136.51869900   0.032908  -3.62914169e-04   3.53951172e-04   0.00000000e+00
  136.53913330   0.033488   4.22818429e-04   3.53817280e-04   0.00000000e+00
  136.55956761   0.034068   1.27728190e-04   3.53814181e-04   0.00000000e+00
  136.58000192   0.034648  -3.07823114e-04   3.53826956e-04   0.00000000e+00
  136.60043623   0.035228   8.83820036e-05   3.53797640e-04   0.00000000e+00
  136.62087053   0.035808  -2.70593269e-04   3.53890831e-04   0.00000000e+00
  136.64130484   0.036388   2.83271170e-05   3.53792020e-04   0.00000000e+00
  136.66173915   0.036967   3.76922355e-04   3.53975100e-04   0.00000000e+00
  136.68217345   0.037547  -1.75245704e-04   3.53972145e-04   0.00000000e+00
  136.70260776   0.038127   2.59671592e-04   3.53732345e-04   0.00000000e+00
  136.72304207   0.038707  -4.43431497e-05   3.53808677e-04   0.00000000e+00
  136.74347627   0.039287  -8.87894342e-04   3.53860154e-04   0.00000000e+00
  136.76391068   0.039867  -4.10369475e-06   3.53844076e-04   0.00000000e+00
  136.78434498   0.040447  -3.23497007e-04   3.53911196e-04   0.00000000e+00
  136.80477919   0.041027   5.41914380e-04   3.53573888e-04   0.00000000e+00
  136.82521359   0.041607  -4.56823222e-04   3.53686285e-04   0.00000000e+00
  136.84564790   0.042187   4.53332693e-04   3.53866150e-04   0.00000000e+00
  136.86608220   0.042767  -3.03807173e-04   3.53862123e-04   0.00000000e+00
  136.88651641   0.043347   2.02536437e-04   3.53753318e-04   0.00000000e+00
  136.90695081   0.043927   3.89278362e-04   3.53921972e-04   0.00000000e+00
  136.92738512   0.044507  -1.47133198e-04   3.53806243e-04   0.00000000e+00
  136.94781932   0.045087  -3.46517495e-04   3.53802535e-04   0.00000000e+00
  136.96825373   0.045667   1.81749922e-04   3.53752073e-04   0.00000000e+00
  136.98868803   0.046247  -3.93587141e-04   3.53836573e-04   0.00000000e+00
  137.00912223   0.046827   6.74727365e-05   3.53776348e-04   0.00000000e+00
  137.02955654   0.047407  -1.17359947e-04   3.53750132e-04   0.00000000e+00
  137.04999094   0.047987   1.24735332e-04   3.53799812e-04   0.00000000e+00
  137.07042514   0.048567   5.05195526e-04   3.53803752e-04   0.00000000e+00
  137.09085945   0.049147   7.21216464e-04   3.53718701e-04   0.00000000e+00
  137.11129385   0.049727  -1.97721806e-04   3.53768787e-04   0.00000000e+00
  137.13172805   0.050307  -3.80818703e-05   3.53784836e-04   0.00000000e+00
  137.15216236   0.050887   2.04843390e-04   3.53715514e-04   0.00000000e+00
  137.17259666   0.051467  -2.85143820e-04   3.53721192e-04   0.00000000e+00
  137.19303106   0.052047   8.65648133e-04   3.53577596e-04   0.00000000e+00
  137.21346526   0.052627  -2.94179520e-04   3.53707461e-04   0.00000000e+00
  137.23389957   0.053207  -1.92450076e-04   3.53718962e-04   0.00000000e+00
  137.25433377   0.053787   9.79360847e-04   3.53684692e-04   0.00000000e+00
  137.27476817   0.054367  -1.87221627e-05   3.53669310e-04   0.00000000e+00
  137.29520247   0.054947   1.16497667e-04   3.53698684e-04   0.00000000e+00
  137.31563667   0.055527  -1.29573821e-04   3.53767426e-04   0.00000000e+00
  137.33607107   0.056107  -1.48477172e-04   3.53724929e-04   0.00000000e+00
  137.35650537   0.056686  -2.67925885e-04   3.53655521e-04   0.00000000e+00
  137.39737388   0.057846  -2.42557753e-05   3.53572498e-04   0.00000000e+00
  137.41780828   0.058426   1.38107501e-04   3.53676871e-04   0.00000000e+00
  137.43824258   0.059006  -1.31505724e-04   3.53630753e-04   0.00000000e+00
  137.45867678   0.059586   6.50956094e-04   3.53678609e-04   0.00000000e+00
  137.47911118   0.060166   1.02556766e-04   3.53764992e-04   0.00000000e+00
  137.49954548   0.060746   1.79917260e-04   3.53778550e-04   0.00000000e+00
  137.51997968   0.061326   1.37765807e-05   3.53834285e-04   0.00000000e+00
  137.54041397   0.061906  -2.11673840e-04   3.53575829e-04   0.00000000e+00
  137.56084837   0.062486   3.76878685e-04   3.53497035e-04   0.00000000e+00
  137.58128257   0.063066  -9.25408115e-06   3.53698626e-04   0.00000000e+00
  137.60171687   0.063646  -3.92951373e-04   3.53617804e-04   0.00000000e+00
  137.62215127   0.064226  -8.07275151e-05   3.53487331e-04   0.00000000e+00
  137.64258557   0.064806   8.44467471e-04   3.53486577e-04   0.00000000e+00
  137.66301977   0.065386  -5.65894796e-05   3.53729101e-04   0.00000000e+00
  137.68345407   0.065966   2.77851875e-04   3.53651465e-04   0.00000000e+00
  137.70388846   0.066546  -4.58936963e-04   3.53551698e-04   0.00000000e+00
  137.72432266   0.067126   2.63451558e-04   3.53685098e-04   0.00000000e+00
  137.74475696   0.067706  -2.12256097e-04   3.53557115e-04   0.00000000e+00
  137.76519136   0.068286   3.00526986e-04   3.53409521e-04   0.00000000e+00
  137.78562556   0.068866   3.97641775e-04   3.53686952e-04   0.00000000e+00
  137.80605985   0.069446  -7.89136544e-05   3.53498252e-04   0.00000000e+00
  137.82649405   0.070026  -4.51241851e-04   3.53629565e-04   0.00000000e+00
  137.84692845   0.070606  -2.10030198e-05   3.53472933e-04   0.00000000e+00
  137.86736274   0.071186  -8.98430505e-05   3.53678290e-04   0.00000000e+00
  137.88779704   0.071766  -8.04874874e-04   3.53569717e-04   0.00000000e+00
  137.90823124   0.072346   8.49990135e-05   3.53509231e-04   0.00000000e+00
  137.92866563   0.072926  -1.67948982e-04   3.53714472e-04   0.00000000e+00
  137.94909993   0.073506   3.70851805e-04   3.53556159e-04   0.00000000e+00
  137.96953412   0.074086  -5.44060537e-04   3.53538460e-04   0.00000000e+00
  137.98996852   0.074666   3.11255311e-04   3.53300456e-04   0.00000000e+00
  138.01040282   0.075246   1.32992881e-05   3.53263955e-04   0.00000000e+00
  138.03083701   0.075826   9.53413639e-04   3.53110568e-04   0.00000000e+00
  138.05127131   0.076405   2.18917833e-04   3.53345009e-04   0.00000000e+00
  138.07170570   0.076985   2.50810098e-04   3.53351845e-04   0.00000000e+00
  138.09214000   0.077565  -9.18645577e-05   3.53108511e-04   0.00000000e+00
  138.11257419   0.078145  -2.48571844e-04   3.53364968e-04   0.00000000e+00
  138.13300859   0.078725   8.39913366e-04   3.53458826e-04   0.00000000e+00
  138.15344288   0.079305   1.63520766e-04   3.53730201e-04   0.00000000e+00
  138.17387707   0.079885   7.89828182e-05   3.53328902e-04   0.00000000e+00
  138.19431137   0.080465  -2.87231316e-04   3.53680202e-04   0.00000000e+00
  138.21474576   0.081045  -1.03704337e-05   3.53571455e-04   0.00000000e+00
  138.23518006   0.081625  -4.77835426e-04   3.53425077e-04   0.00000000e+00
  138.25561425   0.082205   2.63904298e-04   3.53207757e-04   0.00000000e+00
  138.27604864   0.082785   2.22346927e-05   3.53345646e-04   0.00000000e+00
  138.29648293   0.083365  -2.95013286e-04   3.53607376e-04   0.00000000e+00
  138.31691713   0.083945   5.48471868e-04   3.53553929e-04   0.00000000e+00
  138.33735142   0.084525  -8.93534488e-04   3.53597700e-04   0.00000000e+00
  138.35778581   0.085105  -2.50483259e-04   3.53644455e-04   0.00000000e+00
  138.37822011   0.085685   1.97089456e-04   3.53449903e-04   0.00000000e+00
  138.39865430   0.086265   9.09417286e-04   3.53606072e-04   0.00000000e+00
  138.41908869   0.086845  -5.08380643e-05   3.53517023e-04   0.00000000e+00
  138.43952298   0.087425   3.57361769e-04   3.53431769e-04   0.00000000e+00
  138.45995717   0.088005  -2.57274232e-04   3.53686720e-04   0.00000000e+00
  138.48039147   0.088585  -3.40015982e-04   3.53609143e-04   0.00000000e+00
  138.50082586   0.089165  -8.07622487e-05   3.53588169e-04   0.00000000e+00
  138.52126005   0.089745   6.81706378e-04   3.53707780e-04   0.00000000e+00
  138.54169434   0.090325   2.41205991e-04   3.53512185e-04   0.00000000e+00
  138.56212863   0.090905   8.63780445e-05   3.53477481e-04   0.00000000e+00
  138.58256292   0.091485   7.65237942e-05   3.53550279e-04   0.00000000e+00
