EPO  6.8365060000E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
PER  3.5233350000E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
BBB  1.0000000149E-01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
RDR  2.0254164210E-02  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ZDR  1.3365910403E+01  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ZPT  0.0000000000E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ECW  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ESW  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
KRV  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
VOF  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL1  6.5030000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL2  3.0340000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL3 -2.1440000000E-01  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
NL4  9.2100000000E-02  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
TED  0.0000000000E+00  0.0000000000E+00 -1.0000000000E+00  0.0000000000E+00
ELL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
ALB  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
DIL  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00
